Id,Player,Nation,Pos,Team,Age,Born,Pj,Starts,Min,90s,Gls,Ast,GNP,GP,PS,CrdY,CrdR,Gls/Pj,Ast/Pj,G+A,GNP/Pj,G+A-P/Pj,Id_Team
347,Unai Núñez,ESP,DF,Celta Vigo,25,1997,13,13,1170,13.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,6
348,Jan Oblak,SVN,GK,Atletico Madrid,29,1993,12,12,1052,11.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2
349,Brian Ocampo,URU,"MF,FW",Cadiz,23,1999,10,7,560,6.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5
350,Lucas Ocampos,ARG,"FW,MF",Sevilla,28,1994,3,1,132,1.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,16
351,Lucas Olaza,URU,DF,Valladolid,28,1994,9,6,641,7.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,18
352,Brian Oliván,ESP,DF,Espanyol,28,1994,14,14,1209,13.4,0,3,0,0,0,3,0,0.0,0.22,0.22,0.0,0.22,8
353,Lucas Oliveira Rosa,BRA,DF,Valladolid,22,2000,5,4,323,3.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,18
354,Aimar Oroz,ESP,"MF,FW",Osasuna,20,2001,12,9,774,8.6,2,1,1,1,1,3,0,0.23,0.12,0.35,0.12,0.23,12
355,Cenk Özkacar,TUR,DF,Valencia,22,2000,3,1,239,2.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,17
356,Fernando Pacheco,ESP,GK,Almeria,30,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
357,Jon Pacheco,ESP,DF,Real Sociedad,21,2001,9,7,678,7.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,15
358,Gonçalo Paciência,POR,"FW,MF",Celta Vigo,28,1994,10,3,331,3.7,1,0,1,0,0,1,1,0.27,0.0,0.27,0.27,0.27,6
359,Helibelton Palacios,COL,DF,Elche,29,1993,9,8,705,7.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,7
360,Isaac Palazón Camacho,ESP,"FW,MF",Rayo Vallecano,27,1994,13,12,986,11.0,3,3,2,1,1,1,0,0.27,0.27,0.55,0.18,0.46,13
361,Aitor Paredes,ESP,DF,Athletic Club,22,2000,3,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1
362,Daniel Parejo,ESP,MF,Villarreal,33,1989,14,14,1227,13.6,0,2,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,19
363,Moises Parra Gutierrez,ESP,FW,Getafe,20,2002,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9
364,Javier Pastore,ARG,MF,Elche,33,1989,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7
365,Gabriel Paulista,BRA,DF,Valencia,31,1990,10,7,579,6.4,1,0,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,17
366,Alfonso Pedraza,ESP,DF,Villarreal,26,1996,10,10,805,8.9,0,1,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11,19
367,Pedri,ESP,MF,Barcelona,19,2002,14,12,1025,11.4,3,0,3,0,0,0,0,0.26,0.0,0.26,0.26,0.26,3
368,Rubén Peña,ESP,"DF,MF",Osasuna,31,1991,10,6,563,6.3,0,1,0,0,0,1,1,0.0,0.16,0.16,0.0,0.16,12
369,Alberto Perea,ESP,MF,Cadiz,31,1990,1,1,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5
370,Carles Pérez,ESP,"FW,MF",Celta Vigo,24,1998,14,7,599,6.7,0,2,0,0,0,1,0,0.0,0.3,0.3,0.0,0.3,6
371,Francisco Perez,ESP,"FW,DF",Valencia,20,2002,2,0,21,0.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,17
372,Kike Pérez,ESP,MF,Valladolid,25,1997,13,11,966,10.7,0,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,18
373,Lucas Pérez,ESP,FW,Cadiz,34,1988,13,5,593,6.6,2,0,2,0,0,3,0,0.3,0.0,0.3,0.3,0.3,5
374,Luis Pérez,ESP,DF,Valladolid,27,1995,5,5,387,4.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,18
375,Germán Pezzella,ARG,DF,Betis,31,1991,12,10,911,10.1,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,4
376,Yeremi Pino,ESP,"MF,FW",Villarreal,20,2002,13,9,697,7.7,1,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,19
377,Gerard Piqué,ESP,DF,Barcelona,35,1987,6,4,384,4.3,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,3
378,Óscar Plano,ESP,"FW,MF",Valladolid,31,1991,14,8,829,9.2,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,18
379,Gonzalo Plata,ECU,"FW,MF",Valladolid,22,2000,10,6,592,6.6,0,2,0,0,0,0,0,0.0,0.3,0.3,0.0,0.3,18
380,Ezequiel Ponce,ARG,FW,Elche,25,1997,13,4,512,5.7,2,0,2,0,0,2,0,0.35,0.0,0.35,0.35,0.35,7
381,Francisco Portillo,ESP,"MF,FW",Almeria,32,1990,10,1,201,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
382,Portu,ESP,"MF,DF",Getafe,30,1992,11,3,384,4.3,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,9
383,José Pozo,ESP,MF,Rayo Vallecano,26,1996,6,1,75,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13
384,Alejandro Pozo Pozo,ESP,DF,Almeria,23,1999,10,6,580,6.4,0,1,0,0,0,0,0,0.0,0.16,0.16,0.0,0.16,0
385,Abdón Prats,ESP,"FW,MF",Mallorca,29,1992,10,1,137,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11
386,Javi Puado,ESP,"FW,MF",Espanyol,24,1998,13,8,749,8.3,1,0,1,0,0,0,0,0.12,0.0,0.12,0.12,0.12,8
387,Arnau Puigmal,ESP,"MF,DF",Almeria,21,2001,7,1,241,2.7,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0
388,Domingos Quina,POR,MF,Elche,22,1999,9,2,268,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,7
389,Antonio Raillo,ESP,DF,Mallorca,31,1991,13,13,1170,13.0,1,0,1,0,0,5,0,0.08,0.0,0.08,0.08,0.08,11
390,Predrag Rajković,SRB,GK,Mallorca,27,1995,14,14,1260,14.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,11
391,Ivan Rakitić,CRO,MF,Sevilla,34,1988,11,6,525,5.8,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,16
392,Largie Ramazani,BEL,FW,Almeria,21,2001,14,9,799,8.9,2,0,2,0,0,4,0,0.23,0.0,0.23,0.23,0.23,0
393,Raphinha,BRA,FW,Barcelona,25,1996,13,6,570,6.3,2,2,2,0,0,1,0,0.32,0.32,0.63,0.32,0.63,3
394,Sergio Reguilón,ESP,DF,Atletico Madrid,25,1996,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
395,Reinier,BRA,"MF,FW",Girona,20,2002,7,3,313,3.5,1,0,1,0,0,1,0,0.29,0.0,0.29,0.29,0.29,10
396,Karim Rekik,NED,DF,Sevilla,27,1994,7,6,423,4.7,1,1,1,0,0,1,0,0.21,0.21,0.43,0.21,0.43,16
397,Álex Remiro,ESP,GK,Real Sociedad,27,1995,14,14,1260,14.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15
398,Alejandro Revuelta Montero,ESP,DF,Getafe,22,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9
399,Chadi Riad,ESP,MF,Barcelona,19,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
400,Nico Ribaudo,ESP,"FW,MF",Espanyol,21,2001,9,3,178,2.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,8
401,Diego Rico,ESP,DF,Real Sociedad,29,1993,7,6,594,6.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,15
402,Rodrigo Riquelme,ESP,"MF,FW",Girona,22,2000,13,9,796,8.8,3,0,3,0,0,0,0,0.34,0.0,0.34,0.34,0.34,10
403,Sergi Roberto,ESP,DF,Barcelona,30,1992,9,3,377,4.2,2,0,2,0,0,1,0,0.48,0.0,0.48,0.48,0.48,3
404,Lucas Robertone,ARG,MF,Almeria,25,1997,14,13,1016,11.3,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,0
405,Enzo Roco,CHI,DF,Elche,30,1992,11,10,795,8.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,7
406,Rodrigo,ESP,FW,Betis,22,2000,11,10,696,7.7,1,0,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,4
407,Ángel Rodríguez,ESP,"FW,MF",Mallorca,35,1987,5,1,149,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11
408,Óscar Rodríguez Arnaiz,ESP,MF,Celta Vigo,24,1998,13,12,999,11.1,2,0,2,0,0,2,0,0.18,0.0,0.18,0.18,0.18,6
409,Dani Rodríguez,ESP,MF,Mallorca,34,1988,13,8,689,7.7,0,2,0,0,0,5,0,0.0,0.26,0.26,0.0,0.26,11
410,Guido Rodríguez,ARG,MF,Betis,28,1994,12,12,1043,11.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,4
411,Rodrygo,BRA,FW,Real Madrid,21,2001,12,10,912,10.1,4,4,3,1,1,1,0,0.39,0.39,0.79,0.3,0.69,14
412,Iván Romero,ESP,MF,Sevilla,21,2001,1,0,11,0.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,16
413,Oriol Romeu,ESP,MF,Girona,31,1991,11,11,990,11.0,1,0,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,10
414,Rubén,ESP,"MF,FW",Espanyol,21,2001,4,3,244,2.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8
415,Antonio Rüdiger,GER,DF,Real Madrid,29,1993,12,7,686,7.6,1,0,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,14
416,Aitor Ruibal,ESP,"DF,FW",Betis,26,1996,13,5,563,6.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4
417,Víctor Ruiz,ESP,DF,Betis,33,1989,4,3,341,3.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
418,Gerónimo Rulli,ARG,GK,Villarreal,30,1992,14,14,1260,14.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,19
419,Franco Russo,ARG,DF,Mallorca,28,1994,2,1,77,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11
420,Youssouf Sabaly,SEN,DF,Betis,29,1993,9,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4
421,Umar Sadiq,NGA,FW,Almeria,25,1997,3,3,240,2.7,2,0,2,0,0,1,0,0.75,0.0,0.75,0.75,0.75,0
422,Umar Sadiq,NGA,FW,Real Sociedad,25,1997,2,1,82,0.9,1,0,1,0,0,0,0,1.1,0.0,1.1,1.1,1.1,15
423,Samuel Sáiz,ESP,"MF,FW",Girona,31,1991,6,1,193,2.1,1,0,0,1,1,1,0,0.47,0.0,0.47,0.0,0.0,10
424,Salvi,ESP,"FW,MF",Rayo Vallecano,31,1991,10,3,264,2.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,13
425,Samuel,BRA,"FW,MF",Valencia,22,1999,14,14,1215,13.5,2,0,2,0,0,3,0,0.15,0.0,0.15,0.15,0.15,17
426,Fede San Emeterio,ESP,MF,Cadiz,25,1997,13,11,789,8.8,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,5
427,Oihan Sancet,ESP,MF,Athletic Club,22,2000,14,13,938,10.4,3,0,2,1,1,2,0,0.29,0.0,0.29,0.19,0.19,1
428,Antonio Sánchez,ESP,MF,Mallorca,25,1997,14,7,580,6.4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,11
429,Iván Sánchez,ESP,"FW,MF",Valladolid,30,1992,11,7,555,6.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,18
430,Javi Sánchez,ESP,DF,Valladolid,25,1997,12,12,1003,11.1,1,0,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,18
431,Manuel Sánchez,ESP,DF,Osasuna,22,2000,10,4,470,5.2,0,1,0,0,0,0,0,0.0,0.19,0.19,0.0,0.19,12
432,Esteban Saveljich,MNE,FW,Rayo Vallecano,31,1991,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13
433,Stefan Savić,MNE,DF,Atletico Madrid,31,1991,10,10,885,9.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2
434,Jaime Seoane,ESP,MF,Getafe,25,1997,9,2,273,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9
435,David Silva,ESP,MF,Real Sociedad,36,1986,12,11,816,9.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,15
436,Rui Silva,POR,GK,Betis,28,1994,12,12,1080,12.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,4
437,Unai Simón,ESP,GK,Athletic Club,25,1997,14,14,1260,14.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1
438,Rubén Sobrino,ESP,"MF,FW",Cadiz,30,1992,11,9,799,8.9,1,0,1,0,0,3,0,0.11,0.0,0.11,0.11,0.11,5
439,Alex Sola,ESP,DF,Real Sociedad,23,1999,5,3,275,3.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,15
440,Augusto Solari,ARG,"MF,FW",Celta Vigo,30,1992,6,2,187,2.1,0,1,0,0,0,0,0,0.0,0.48,0.48,0.0,0.48,6
441,Carlos Soler,ESP,MF,Valencia,25,1997,3,3,242,2.7,1,0,0,1,1,0,0,0.37,0.0,0.37,0.0,0.0,17
442,David Soria,ESP,GK,Getafe,29,1993,14,14,1260,14.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,9
443,Dyego Sousa,POR,FW,Almeria,33,1989,10,2,306,3.4,0,1,0,0,0,1,0,0.0,0.29,0.29,0.0,0.29,0
444,Vinicius Souza,BRA,MF,Espanyol,23,1999,14,14,1188,13.2,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,8
445,Jørgen Strand Larsen,NOR,FW,Celta Vigo,22,2000,10,9,690,7.7,0,2,0,0,0,3,0,0.0,0.26,0.26,0.0,0.26,6
446,Cristhian Stuani,URU,FW,Girona,36,1986,10,3,419,4.7,4,0,1,3,4,2,0,0.86,0.0,0.86,0.21,0.21,10
447,Damián Suárez,URU,DF,Getafe,34,1988,7,7,549,6.1,1,0,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,9
448,Mario Suárez,ESP,"DF,MF",Rayo Vallecano,35,1987,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13
449,Suso,ESP,"FW,MF",Sevilla,28,1993,4,0,88,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,16
450,Williot Swedberg,SWE,MF,Celta Vigo,18,2004,1,0,34,0.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,6
451,Alexander Sørloth,NOR,FW,Real Sociedad,26,1995,10,10,820,9.1,4,1,4,0,0,1,0,0.44,0.11,0.55,0.44,0.55,15
452,Renato Tapia,PER,MF,Celta Vigo,27,1995,11,7,638,7.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,6
453,Aurélien Tchouaméni,FRA,MF,Real Madrid,22,2000,12,11,900,10.0,0,2,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2,14
454,Alex Telles,BRA,DF,Sevilla,29,1992,13,7,753,8.4,0,2,0,0,0,4,0,0.0,0.24,0.24,0.0,0.24,16
455,Marc-André ter Stegen,GER,GK,Barcelona,30,1992,14,14,1260,14.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
456,Ramón Terrats,ESP,MF,Girona,22,2000,6,1,141,1.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10
457,Pablo Torre,ESP,FW,Barcelona,19,2003,1,0,14,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
458,Ferrán Torres,ESP,"FW,MF",Barcelona,22,2000,13,6,569,6.3,2,0,2,0,0,3,0,0.32,0.0,0.32,0.32,0.32,3
459,Óliver Torres,ESP,"MF,FW",Sevilla,28,1994,12,12,850,9.4,3,0,3,0,0,1,0,0.32,0.0,0.32,0.32,0.32,16
460,Pau Torres,ESP,DF,Villarreal,25,1997,13,13,1170,13.0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,19
461,Roberto Torres,ESP,"FW,MF",Osasuna,33,1989,2,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12
462,Lucas Torró,ESP,MF,Osasuna,28,1994,14,14,1122,12.5,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,12
463,Nabil Touaizi,MAR,MF,Espanyol,21,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8
464,Óscar Trejo,ARG,"MF,FW",Rayo Vallecano,34,1988,12,11,840,9.3,2,2,1,1,2,6,0,0.21,0.21,0.43,0.11,0.32,13
465,Manu Trigueros,ESP,"MF,FW",Villarreal,31,1991,6,2,250,2.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,19
466,Beñat Turrientes,ESP,"MF,FW",Real Sociedad,20,2002,6,1,106,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,15
467,Enes Ünal,TUR,FW,Getafe,25,1997,14,14,1212,13.5,4,2,4,0,1,3,0,0.3,0.15,0.45,0.3,0.45,9
468,Oscar Ureña,ESP,MF,Girona,19,2003,3,1,100,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10
469,Óscar Valentín,ESP,MF,Rayo Vallecano,28,1994,14,11,957,10.6,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,13
470,Valery,ESP,"MF,DF",Girona,22,1999,9,4,398,4.4,0,1,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23,10
471,Enrique Valiente,ESP,DF,Sevilla,20,2002,5,3,278,3.1,0,1,0,0,0,1,1,0.0,0.32,0.32,0.0,0.32,16
472,Martin Valjent,SVK,DF,Mallorca,26,1995,13,13,1155,12.8,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,11
473,Manu Vallejo,ESP,"FW,MF",Girona,25,1997,7,2,206,2.3,0,1,0,0,0,0,0,0.0,0.44,0.44,0.0,0.44,10
474,Federico Valverde,URU,"FW,MF",Real Madrid,24,1998,14,12,1108,12.3,6,2,6,0,0,1,0,0.49,0.16,0.65,0.49,0.65,14
475,Jesus Vazquez,ESP,"DF,MF",Valencia,19,2003,4,2,148,1.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,17
476,Kevin Vázquez,ESP,MF,Celta Vigo,29,1993,1,1,71,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6
477,Lucas Vázquez,ESP,DF,Real Madrid,31,1991,8,4,368,4.1,2,0,2,0,0,1,0,0.49,0.0,0.49,0.49,0.49,14
478,Gabriel Veiga,ESP,MF,Celta Vigo,20,2002,13,6,577,6.4,3,1,3,0,0,3,1,0.47,0.16,0.62,0.47,0.62,6
479,Unai Vencedor Paris,ESP,MF,Athletic Club,21,2000,6,0,141,1.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1
480,Gonzalo Verdú,ESP,DF,Elche,34,1988,6,5,388,4.3,1,0,1,0,0,1,1,0.23,0.0,0.23,0.23,0.23,7
481,Mikel Vesga,ESP,MF,Athletic Club,29,1993,13,10,925,10.3,2,2,1,1,1,2,0,0.19,0.19,0.39,0.1,0.29,1
482,Aleix Vidal,ESP,"FW,MF",Espanyol,33,1989,9,4,446,5.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,8
483,Nacho Vidal,ESP,DF,Osasuna,27,1995,13,10,891,9.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,12
484,Toni Villa,ESP,MF,Valladolid,27,1995,2,1,91,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,18
485,Toni Villa,ESP,"MF,FW",Girona,27,1995,10,3,289,3.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,10
486,Asier Villalibre,ESP,FW,Athletic Club,25,1997,4,1,92,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1
487,Daniel Vivian,ESP,DF,Athletic Club,23,1999,8,7,635,7.1,1,0,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14,1
488,Shon Weissman,ISR,FW,Valladolid,26,1996,11,5,561,6.2,1,0,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,18
489,Iñaki Williams,GHA,FW,Athletic Club,28,1994,14,14,1140,12.7,5,1,5,0,1,0,0,0.39,0.08,0.47,0.39,0.47,1
490,Nico Williams,ESP,FW,Athletic Club,20,2002,14,13,1069,11.9,3,3,3,0,0,0,0,0.25,0.25,0.51,0.25,0.51,1
491,Axel Witsel,BEL,"DF,MF",Atletico Madrid,33,1989,14,12,1067,11.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2
492,Jawad El Yamiq,MAR,DF,Valladolid,30,1992,8,5,438,4.9,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,18
493,Joseba Zaldúa,ESP,DF,Cadiz,30,1992,10,7,639,7.1,0,1,0,0,0,4,0,0.0,0.14,0.14,0.0,0.14,5
494,Oier Zarraga,ESP,MF,Athletic Club,23,1999,9,1,225,2.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1
495,Igor Zubeldia,ESP,DF,Real Sociedad,25,1997,10,8,717,8.0,1,0,1,0,0,4,0,0.13,0.0,0.13,0.13,0.13,15
496,Martín Zubimendi,ESP,MF,Real Sociedad,23,1999,14,13,1151,12.8,1,2,1,0,0,4,0,0.08,0.16,0.23,0.08,0.23,15
497,Haitam Abaida,MAR,FW,Malaga,20,2002,2,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33
498,Sabit Abdulai,GHA,MF,Ponferradina,23,1999,12,6,486,5.4,0,1,0,0,0,4,0,0.0,0.19,0.19,0.0,0.19,35
499,Amir Abedzadeh,IRN,GK,Ponferradina,29,1993,11,11,990,11.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,35
500,Abel,ESP,"MF,FW",Oviedo,22,2000,13,7,650,7.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,34
501,Abdelkabir Abqar,MAR,DF,Alaves,23,1999,14,13,1143,12.7,1,0,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08,20
502,Daniel Aceves,MEX,DF,Oviedo,21,2001,10,10,786,8.7,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,34
503,Paris Adot,ESP,DF,Ponferradina,32,1990,13,12,1086,12.1,0,1,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08,35
504,Lumor Agbenyenu,GHA,MF,Malaga,26,1996,1,1,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33
505,Marc Aguado,ESP,MF,Andorra,22,2000,12,12,1009,11.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,22
506,Lucas Ahijado,ESP,DF,Oviedo,27,1995,14,13,1179,13.1,0,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,34
507,Matheus Aiás,BRA,"FW,MF",Racing Sant,25,1996,11,6,644,7.2,1,0,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14,36
508,Ager Aketxe,ESP,MF,Eibar,28,1993,11,5,468,5.2,0,6,0,0,0,3,0,0.0,1.15,1.15,0.0,1.15,26
509,Alberto,ESP,DF,Lugo,29,1992,11,11,964,10.7,2,0,2,0,0,1,2,0.19,0.0,0.19,0.19,0.19,32
510,Pedro Alcalá,ESP,DF,Cartagena,33,1989,14,14,1179,13.1,2,0,2,0,0,4,1,0.15,0.0,0.15,0.15,0.15,24
511,Aldair,POR,"MF,DF",Ponferradina,23,1999,8,4,347,3.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,35
512,Aldasoro,ESP,"MF,DF",Racing Sant,23,1999,12,2,331,3.7,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,36
513,Diego Alende,ESP,DF,Andorra,25,1997,10,10,900,10.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,22
514,Alfon,ESP,FW,Racing Sant,23,1999,5,2,168,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36
515,Christos Almpanis,GRE,FW,Andorra,28,1994,9,6,497,5.5,0,2,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36,22
516,Javier Alonso,ESP,MF,Tenerife,24,1998,7,4,322,3.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,38
517,Julio Alonso,ESP,DF,Albacete,23,1998,14,12,1111,12.3,0,1,0,0,0,2,1,0.0,0.08,0.08,0.0,0.08,21
518,Adrià Altimira,ESP,"FW,MF",Andorra,21,2001,14,9,889,9.9,1,2,1,0,0,2,0,0.1,0.2,0.3,0.1,0.3,22
519,Altube,ESP,GK,Albacete,22,2000,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21
520,Cristian Álvarez,ARG,GK,Zaragoza,36,1985,15,15,1350,15.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,41
